gene	log2PAO1A1	log2PAO1A2	log2PAO1A3	log2PAO1B1	log2PAO1B2	log2PAO1B3	log2PAO1C1	log2PAO1C2	log2PAO1C3	log2mutSA1	log2mutSA2	log2mutSA3	log2mutSB1	log2mutSB2	log2mutSB3	log2mutSC1	log2mutSC2	log2mutSC3
PA4654_at	-0.053334371	-0.50547441	-0.085677061	-0.161995208	0.202946567	-0.013555733	0.129331951	0.010364942	0.633806189	0.140032291	-0.361987842	-0.074658585	-0.320118589	-0.176917703	-0.049531749	0.467313872	0.226218778	-0.090761773
PA3106_at	0.482063846	-0.0401622	0.109409811	-0.3314057	0.027928391	-0.184328119	0.038271683	-0.300146075	0.451354682	0.129032433	-0.797272556	-0.03072582	0.0876328	0.097193878	-0.026332765	0.481528589	0.113840627	-0.199072251
PA4848_accC_at	0.635604339	0.616722443	0.513511323	0.044872115	0.164539203	-0.069222859	0.186823228	-0.657586169	0.359176087	-0.019606643	-0.355220672	-0.179318254	0.18169241	0.050529631	0.474425468	1.255218283	0.06252825	-0.073481177
PA1011_at	0.176882868	0.352706101	0.013299126	0.311100134	-0.003092284	0.070254073	0.500026639	-0.234805426	0.048433665	0.253087727	-0.162408622	-0.267684182	-0.144507531	-0.360996966	0.320177044	0.739314728	-0.014625904	0.473720602
PA4448_hisD_at	-0.312823428	-0.023439597	0.245629299	0.281352327	0.938760098	-0.640646139	0.23554794	-0.289545691	0.608203196	0.148422659	-0.463974805	0.075227195	0.168689857	-0.298010243	0.109445666	0.582272365	0.061805721	0.259476226
PA2251_at	-0.129531134	-0.417739787	-0.006942773	-0.162734128	-0.22859733	0.394523032	-0.103764275	-0.114506743	-0.005764137	-0.045849351	-0.425729007	-0.022338362	-0.23766937	-0.214741086	0.079383138	0.227397243	-0.08062842	-0.454891654
PA5264_at	0.23991252	0.101986495	-0.005208739	-0.800916832	0.46400756	-0.207234915	0.498117951	0.083680138	0.181316574	0.172985592	0.345654408	0.126353399	-0.433792574	-0.464338633	-0.232525588	0.836951746	0.052706114	-0.248892874
PA2958_at	-0.0506836	0.059776802	0.120756601	-0.052993546	-0.159453848	0.289895295	0.448440622	-0.077367524	-0.174103288	0.081529885	-0.584171103	-0.081633747	-0.081259264	0.039027213	0.180071273	0.463695879	-0.149989488	0.13587935
PA0927_ldhA_at	-0.245996351	0.080199076	-0.076922963	-0.203471727	-0.669470071	0.37437284	0.87794425	0.404370697	-0.059340173	0.062742555	-0.829600859	-0.361141551	0.205045775	0.137261074	0.299244615	0.462983717	0.088372247	0.015418907
PA3094_at	-0.133991241	-0.065817515	0.125868254	0.013133366	-0.307918654	0.883660081	0.35907727	0.285850844	-0.364572824	0.094407899	-0.167764375	-0.033561911	-0.139291381	0.083279831	0.15095636	0.388908314	0.15046982	-0.133615677
PA0538_dsbB_at	0.11406047	0.001643544	0.115672128	-0.78026773	-0.156205192	-0.328061035	0.139911695	-0.230512968	-0.093436829	-0.020947258	-0.496756406	-0.530914166	0.03522493	-0.053881086	-0.265669011	0.163736004	-0.164284917	-0.287043998
PA5286_at	0.502680107	0.597143516	-0.04833402	-0.142256504	-0.196686679	-0.671664745	0.194630287	-0.134390831	-0.090562965	-0.078295894	-0.14149656	-0.214204347	0.479433369	-0.2905109	-0.206791598	0.0623333	-0.134799535	0.131266587
PA1272_cobO_at	-0.180708055	-0.097942063	-0.13610988	0.08587188	0.177242905	-0.048731163	0.17195347	0.446904675	0.152334924	-0.105199614	-0.730288956	0.275114911	-0.21699921	-0.082648272	0.153777986	0.278858153	0.51511026	0.079451562
PA3572_at	0.746959729	0.636535302	0.55249223	0.573115328	0.37958946	0.687583293	0.19290198	0.476429818	0.109520262	0.115915161	-0.453786567	-1.038568152	1.869748945	0.946925965	2.384239203	-0.083334251	-0.315702188	0.521102559
PA1946_rbsB_at	0.150123868	-0.028041025	0.022796703	-0.336912628	0.059790548	0.000111692	0.313224678	0.287043145	-0.259533918	0.035336087	0.014079703	0.251994579	-0.522325976	-0.234049531	-0.171025423	0.065508168	-0.042650011	0.402821184
PA3727_at	0.071824973	-0.061389384	0.119480585	-1.144370146	0.851436257	-0.186473635	0.098555344	0.500393625	-0.055421744	-0.103523533	0.241124418	0.462371516	-0.452749146	-0.341840889	-0.578885712	0.632726034	0.020018312	-0.094527486
PA1849_at	-0.182539043	-0.548217973	0.007266311	-0.336467567	-0.318051664	0.728618843	0.096412221	0.396499311	0.210465181	0.203415379	-0.47816093	0.113057318	-0.243920115	-0.182470309	0.072826132	0.618017991	-0.363167967	-0.095447056
PA3527_pyrC_at	-0.043848168	0.550164683	0.447788799	0.161722029	1.372603361	-0.46435659	0.024272242	-0.717904448	-0.017436911	-0.059606873	-0.031717799	-0.220305492	-0.029438898	-0.313446764	0.457067047	1.507459937	-0.231487334	-0.175438936
PA5473_at	0.603161989	1.170374376	1.115378729	-0.749412633	0.783004691	0.733597964	-0.376087686	-0.993815134	0.272785564	0.075091988	0.52020567	-0.340329161	-0.221203708	0.056044077	0.441539338	0.709561692	1.065042816	-0.158934334
PA5513_at	-0.04318591	-0.191988739	0.152964993	-0.481590028	0.217943785	-0.188135914	-0.035749175	-0.211129297	-0.01830788	-0.228250446	-0.232583514	-0.332225795	-0.109959692	-0.400095723	0.12030807	0.169460028	-0.020630716	-0.178007897
PA3664_at	-0.388727349	0.092315322	0.223915791	0.036617107	0.699120915	-0.233053726	0.268187065	-0.41364663	-0.139906863	0.282374489	0.021392226	-0.262019082	-0.309779781	-0.680358931	0.011136954	0.587417848	-0.100664595	0.180658768
PA1184_at	-0.058791152	-0.430930218	0.034288806	0.41489933	-0.398389148	0.198536962	0.334262754	-0.142459192	-0.060800077	0.02689551	-0.043899007	-0.030503391	-0.366538982	-0.17711316	0.108497515	0.367361891	-0.147530037	-0.263662074
PA0860_at	0.171570905	-0.068123334	-0.117201211	0.003973172	-0.049762933	0.200503821	-0.046567627	-0.268528728	0.187241567	0.252108884	-0.502088465	-0.136976485	0.088509851	-0.475138425	-0.265334972	0.473490701	0.106852952	0.05296615
PA3512_at	-0.170468287	-0.014372734	0.011072321	-0.038284736	-0.046094892	0.31136029	0.189233723	0.117111765	0.4224935	-0.112731537	0.258636787	0.375161036	-0.270104683	-0.15078067	0.083231492	0.395720348	-0.008280984	-0.207819533
PA1139_at	0.439463046	-0.031204595	0.138162803	-0.029326274	0.412494733	0.045629353	0.050407492	-0.115804377	0.011182627	0.186046456	-0.059216546	-0.248787761	-0.06465565	-0.009888173	0.142568503	0.294062615	0.292969536	-0.034875956
PA3300_fadD2_at	-0.116327362	0.069563157	0.014431647	-0.014602821	-0.309392874	0.285238837	0.373771916	0.087516997	0.036928139	0.117083267	-0.588066832	0.162651647	-0.237382016	-0.257426519	-0.08388287	0.743513632	0.029940391	0.116981222
PA1208_at	0.042165071	-0.342577172	0.093752948	-0.280611587	-0.021621175	0.321690843	0.288337551	0.035416996	0.293086317	0.236577268	-0.048464449	0.363990876	-0.274024689	-0.359916846	-0.001856239	0.636181806	-0.22890221	-0.318061509
PA2027_at	0.140055538	-0.217387894	0.032380713	0.067172759	0.460572086	-0.208583212	0.424030109	-0.054002135	0.370594442	0.121589415	-0.239280053	0.365665674	-0.088973798	-0.237509651	-0.067373168	0.411121483	0.201528485	0.123193772
PA1162_dapE_at	0.14301874	0.058153218	0.077869077	0.309022549	0.575608223	-0.261921731	0.189422313	-0.319244647	0.141386543	0.135511828	-0.02755604	-0.396527573	0.064501585	-0.466341641	0.142681902	0.51113082	0.295233318	0.229048974
PA2540_at	0.33426913	0.211943781	-0.313448106	-1.656605528	0.67780432	-0.717365763	0.290902287	-0.442630886	-0.126102629	-0.017877491	-0.473544719	-0.30981369	-0.007550902	-0.808996446	-0.891085584	-0.007282514	0.280765805	0.068438832
PA5025_metY_at	-0.000129303	0.290585814	0.198883761	-0.119935373	0.11555653	0.308461441	0.678063978	0.668504457	-0.329274785	-0.010593237	-0.505731471	0.133200217	0.29672542	0.236702455	0.773875826	0.344952797	0.282572614	-0.16692927
PA3295_at	0.139228544	0.433724787	0.058712805	-0.708312632	0.325390073	-0.228141513	0.411571845	0.263684971	-0.251743579	0.145244591	0.103648463	-0.568584641	-0.175630414	-0.223313499	0.086249824	0.78439586	0.054702949	-0.190028567
PA3517_at	0.02952827	-0.368009115	-0.121270293	-0.145257575	-0.112656027	0.237542929	-0.057422677	0.244491962	-0.219888157	-0.378640347	0.09000735	-0.060787112	-0.155471824	-0.131142495	0.047862563	0.12371448	-0.208466995	-0.268279726
PA3290_at	0.18677648	-0.086067403	-0.018161833	-0.395619408	0.149251009	0.010287822	0.307578367	0.232670062	0.288844799	0.129731317	0.26092752	-0.186808247	-0.016617306	-0.223281131	-0.022307702	0.510183014	0.045213551	-0.257631441
PA0152_pcaQ_at	-0.011678873	0.022544886	-0.036486592	-0.220659055	0.375295605	-0.26262305	-0.148648791	-0.140660407	0.240168576	0.084738575	-0.521919125	-0.068557329	0.019343983	-0.291680585	-0.028036434	0.463670774	0.031627486	-0.308520961
PA4265_tufA_s_at	0.487829719	0.605164198	0.416396875	-0.396103025	0.349062306	-0.768035322	0.248752759	-0.128918606	0.469737978	0.096447561	-0.015375478	-0.049573983	-0.176135217	0.090032639	0.449976405	0.596492538	-0.363919236	0.217501385
PA4757_at	0.065071371	0.576737385	0.346772309	-0.158122181	1.21821939	-1.394963252	-0.185615093	-1.03709612	-0.542060671	0.036955458	-0.164501013	-0.635862692	-0.564664726	-0.604105147	-0.217591526	0.682074968	-0.142667148	0.059811566
PA1365_at	0.05715972	0.021203384	0.064562164	-0.067361133	0.012375088	0.186820112	0.290184126	0.726172058	0.422008497	0.25219219	0.192071165	0.190823973	-0.067325424	-0.144346877	0.188662258	0.548335283	0.090204008	0.022098091
PA3752_at	-0.420737033	-0.256310808	-0.446654635	-0.066643527	0.700350028	0.023375541	0.449935707	-0.361966287	-0.044416949	0.497853729	-0.029897544	-0.204857124	-0.834895456	-0.766306619	-0.238178881	0.370131061	0.10495081	0.233409376
PA0924_at	-0.176063275	-0.356660593	-0.007503495	-0.092750087	0.661328101	-0.175021935	0.072581357	-0.142549137	-0.105507951	-0.087815847	-0.18652771	-0.207014128	0.014395511	-0.41594146	-0.015552204	0.023351013	0.377579852	-0.271125824
PA0719_at	0.601901997	-0.38955547	-0.433403953	-0.415901647	0.152872006	0.096958342	0.010866151	-0.210423162	0.369942855	0.316216449	0.353120567	-0.18248277	-0.231757435	-0.770776977	-0.62316826	0.224671548	0.106387678	0.141032405
PA1519_at	0.304715263	-0.149239039	0.070421919	-0.383091825	0.121430243	-0.070910427	0.251303803	0.149955265	0.173149629	-0.000595567	-0.160857967	-0.201079454	-0.127763355	-0.15940548	0.017959091	0.968603201	-0.031431285	-0.287956113
PA1527_at	0.153963079	0.122703066	0.181198818	-0.056026588	0.731498662	-0.888671582	0.152079189	-0.752775127	0.633646362	0.159706454	0.142153753	-0.221562149	-0.379504411	-0.30499467	-0.30683998	0.491945179	0.180689515	0.063767466
PA3031_at	1.014371081	0.985666414	0.43956934	-0.605298468	-0.186533969	0.672077263	0.350238453	-0.108371471	-0.557832507	0.479127811	0.27904662	-0.520102747	-0.251948347	-0.088541783	-0.092513556	0.601624182	0.633474819	0.510380558
ig_3112150_3112877_at	0.005812658	-0.226329897	-0.119977856	-0.109289663	0.09178065	-0.410666996	0.415452433	0.031217334	0.426622749	-0.034762843	-0.405798936	-0.071999965	0.103683732	-0.077804135	0.022344927	0.158398286	-0.026983145	-0.017262179
PA2751_at	0.327316033	-0.055758233	-0.00011999	0.174935028	-0.474109508	1.598345668	0.189836857	-0.151943903	-0.693440443	0.173027473	-0.104279306	-0.271598279	0.447362685	-0.091517636	-0.074770149	0.130879659	0.361598743	-0.111109088
PA2106_at	0.198171079	-0.210287829	-0.218631938	-0.302640081	-0.480487491	0.230545699	-0.011682185	0.013063246	0.092030543	0.447663215	-1.114339309	-0.329994089	-0.262706168	-0.188024417	-0.017092444	0.240532547	-0.139251186	0.21753045
ig_864095_863300_at	-0.283100029	-0.202391499	-0.252461521	0.045492534	0.073932755	-0.141573754	-0.025603497	-0.119503008	-0.034629873	0.073969074	-0.526747887	-0.629752835	-0.104435478	-0.275405128	-0.117750849	0.234711147	-0.12857314	0.07539506
PA3500_at	-0.033759527	-0.225982262	0.030803264	-0.136122141	-0.286946285	0.271490693	0.1204883	0.286420107	0.296451827	-0.345277136	0.061527889	0.050399617	0.01321139	-0.082720275	-0.106336038	0.436709227	0.226820413	-0.390603314
ig_68616_69272_at	0.281275311	-0.056661289	0.048842599	-0.486546395	0.100116467	-0.422115715	0.417343647	-0.177512283	0.338812613	0.216224833	-0.151278598	-0.016565262	-0.328070704	-0.380016199	-0.14251783	0.639462281	-0.16707236	-0.087016727
PA2903_cobJ_at	-0.033481767	-0.395006089	-0.004358955	0.044645796	0.256648337	-0.330252891	0.36464023	0.231891851	0.575491318	-0.112482968	-0.15808444	0.400089364	0.098671766	-0.177251213	0.174784374	-0.059456313	0.28928423	-0.207294893
PA1715_pscB_at	-0.08556354	0.041862023	0.02836666	0.914051108	0.458317119	-0.248186641	0.554220667	-0.093563582	-1.331117889	0.341352575	0.182824728	-0.249289674	-0.795511604	0.603968918	1.323817043	-2.304144924	0.234100699	0.439123583
PA3606_at	0.142811474	0.155966806	-0.038460157	0.072731398	0.439939029	-0.142092345	0.279086968	-0.259261776	0.342201707	0.449795256	-0.122818083	0.215437507	-0.099667135	-0.172741998	-0.377251229	0.370601408	0.080180586	0.18637815
PA4056_ribD_at	0.18904275	0.152059679	0.333813593	-0.072620693	0.425996379	-0.23062302	0.540931686	-0.237117624	0.304172491	0.32676667	-0.133851948	-0.207658701	-0.079871244	-0.04973101	0.253153956	0.463963212	0.283055278	0.086356595
PA5212_i_at	0.535616366	0.434578467	0.149505451	-0.107471866	-0.70674623	2.130835174	0.384773991	0.577582585	-1.294692143	0.482294342	-0.177511855	-0.340895404	-0.469362959	0.111453074	-0.18912596	1.157110196	0.670996421	0.3907216
PA0771_era_at	0.11532174	-0.334233295	-0.376757833	0.07122626	-0.086111549	0.022858774	0.207468264	-0.183066185	0.034259164	0.532387599	-0.701955242	0.075439032	-0.476906447	-0.588202023	-0.581714598	0.335607363	0.034203607	0.373778431
PA1203_at	-0.119715989	0.63378543	-0.290460833	-0.611247191	-0.391485366	1.231134523	0.548187063	0.427163561	-0.498325926	0.36086571	-0.329818666	0.412415187	-0.401774264	0.101941714	0.229239747	0.65489495	-0.277232999	-0.292002035
PA3968_at	-0.113661048	-0.47353803	-0.185100023	-0.177088408	-0.059981115	-0.057973063	-0.216798152	0.439622274	0.164004626	0.080970493	-0.617506957	0.109188222	-0.166003847	-0.123651524	-0.264825832	0.026229721	-0.082660072	-0.112967837
PA5200_ompR_at	0.625266976	0.706606229	0.216023349	-0.411552062	0.726290553	-0.86257483	0.378384811	-0.715028237	0.108402655	0.375648413	0.432922946	0.267375059	-0.756931592	-0.628029014	-0.236389291	0.521944266	0.371170129	-0.048045958
PA5489_dsbA_at	0.612869322	0.109775139	0.217022955	-0.554137742	0.259513082	-0.275013148	0.611822911	-0.474638932	-0.053568446	-0.021656493	0.076563552	-0.184324965	-0.511890527	-0.14974	0.064654809	0.658974605	0.043482548	0.004431784
PA5050_priA_at	0.050049926	0.169473184	0.236131852	0.488397862	0.602036014	-0.158534886	0.23934108	-0.374348193	0.102764794	0.300795347	0.09176631	-0.208453752	-0.147750648	-0.278384973	0.5538918	0.613324415	-0.019443143	-0.023622754
PA3508_at	-0.076158434	-0.297384472	0.009430993	-0.152480051	0.102122951	0.472267151	0.238768218	0.227573309	-0.087143481	0.03567124	0.063276576	0.327146354	-0.337635941	-0.245458643	0.041065103	0.235453855	-0.132412804	-0.024005463
PA1298_i_at	0.075357294	-0.456037579	-0.05406764	-0.462981325	-0.282569474	0.122139773	0.354243421	0.169004009	0.177027426	0.279472843	-1.258138336	0.37747141	-0.433706864	-0.308386132	-0.075139798	0.835947635	-0.007144427	-0.243495053
PA0708_at	0.159973463	0.070329367	0.133237462	0.180849807	-0.429135424	0.344299935	0.397530203	-0.152959222	-1.101106664	0.087267866	-0.146412308	0.152984269	-0.662181138	-0.799479373	-0.119328859	0.356507103	0.120667061	0.137086995
PA0866_aroP2_at	-0.559842361	-0.474959223	-1.056996552	-0.034696666	-1.429820689	0.462819614	0.268235614	0.179090743	0.204227774	0.133616829	0.107746823	0.090171809	-1.212049114	-1.606670979	-1.217724968	0.844402675	-0.264136517	0.206738471
PA0943_at	0.148925474	0.347471826	0.110364929	-0.173033826	0.172879903	0.169810667	0.6172633	0.14892776	0.015066328	0.018528436	-0.30013062	-0.240087952	-0.035689856	0.030241051	0.323252992	0.793846267	0.134127963	0.356811292
PA3360_at	-0.165500391	-0.268524762	0.193735524	-0.181765023	0.12943104	0.209228565	0.365205275	0.27619819	0.265703333	0.168743885	0.228652705	0.410196881	-0.42798141	-0.346093625	-0.438713975	0.724454668	0.155308142	-0.131880236
PA0689_at	0.088139669	-0.159635841	-0.289156737	-0.467330907	0.24544284	0.175033119	-0.004872845	-0.060323752	0.107895503	0.08165234	0.061089265	0.201646646	-0.286092517	-0.386850273	-0.285059825	0.455554542	-0.314041292	-0.373779162
PA3846_at	-0.010010772	0.021614256	-0.186092001	-0.694201172	-0.078974882	-0.80652607	0.399024877	0.540111146	0.217753527	0.597106065	-0.321684517	-0.646203511	-0.838339101	-0.538561829	-0.259947775	0.348652067	-0.025981599	0.606550511
PA1934_at	-0.141000316	-0.289506617	0.247161073	-0.160773932	-0.765541192	0.738697169	1.078391825	0.218775476	-0.284045695	-0.126945148	0.098759994	0.132644658	-0.145755377	-0.288838602	0.070385195	0.566997666	-0.164600672	0.017776384
PA1920_at	-0.076384954	-0.416358649	0.017825453	-0.149633234	-0.030005028	0.31195391	0.105248439	0.22929198	0.012889347	-0.18354863	-0.026064952	-0.033407867	0.001014286	0.048383197	0.197446876	0.113393205	-0.250686013	-0.344702415
PA3266_capB_at	0.69243	0.281924076	-0.142467247	-0.928057907	1.802877944	-2.073580316	0.05900386	-0.825117047	0.847592475	0.02383036	-0.182183388	-0.68980729	-0.227501086	-0.275805623	0.017802718	0.539077547	-0.206000884	0.230844568
PA4075_at	0.29870723	0.195788958	-0.102689938	-0.378353528	0.304370952	0.10518724	-0.29811696	-0.150360216	-0.191116679	0.016628238	-0.521607417	-0.353273859	-0.042581633	-0.236924128	0.358257921	0.098863032	0.075136754	-0.095808281
PA0755_at	-0.047227967	-0.338354308	-1.065034199	0.834588433	-0.569952068	0.189903109	0.196378729	0.150410792	-0.159455317	-0.013063202	-1.203106579	0.484189906	-0.331531838	-0.234674089	0.117790934	1.454892091	-1.710501328	0.141921907
PA1978_at	-0.207473429	-0.422730969	-0.182331015	0.256661384	0.127535107	-0.065156739	0.065307799	0.118394458	-0.473901537	0.043736203	-0.245031036	-0.006180261	-0.611908995	-0.533205935	-0.030126714	0.520491074	-0.260172976	-0.146772608
PA3737_dsbC_at	0.526789869	0.657527642	0.394225947	-0.323644358	1.579669812	-1.947615463	0.129121805	-0.692423931	0.570530405	0.40804698	-0.315600323	-0.465914764	-0.300371582	-0.424867049	0.290576629	0.807493888	0.033536236	0.375633914
PA3017_at	0.29370452	0.064999518	0.083289034	-0.639716691	0.201280039	0.021439581	0.27052601	0.209172463	-0.186980252	0.09100386	0.051800251	-0.160207937	-0.192963363	-0.192032946	0.012805201	0.328683089	-0.14665236	0.036633373
PA5560_atpB_at	0.541616227	0.946801029	0.475250899	-0.576659951	0.307084444	-1.167737014	-0.047861407	-0.653368979	0.052171963	-0.043797272	-0.409479721	-0.10671255	-0.20729246	-0.390835714	-0.227935974	0.622196061	-0.282197997	0.432737678
PA2176_at	-0.033031065	-0.486397061	0.118366488	-0.254361787	-0.782319879	2.240977128	0.342334722	0.16755628	-0.766061833	0.055208055	-0.186059708	0.156721391	-0.109056098	-0.077809314	0.207443915	0.434078829	0.038643564	-0.462876428
PA2281_at	0.245897016	0.047492274	-0.289901103	0.165294851	-0.029408087	-0.033451667	-0.375641221	-0.352227496	0.107891347	0.165145438	-0.725490038	-0.316826639	0.24826608	-0.121032879	-0.157740821	-0.042429251	0.127687197	-0.18508629
PA3714_at	-0.165280795	-0.124290564	-0.099506843	0.270353559	0.190861522	0.359297471	0.033421545	0.342088844	0.016081067	0.096155727	0.094940514	0.253984066	-0.164161362	-0.384522722	-0.090064436	0.240571789	0.163974729	0.116053451
PA4095_at	-0.150236787	-0.596997704	-0.284875905	0.069774212	0.156885973	0.564354038	0.230499435	0.231348285	-0.076515138	-0.108503687	-0.073855419	0.026178886	-0.042458097	-0.155547124	-0.02601078	0.304283568	0.010676654	-0.287202483
PA2049_at	0.489614599	0.210270252	0.160448505	0.238146856	0.54825807	-0.595055275	0.364805862	-0.629156294	0.326829656	0.295864115	0.007944981	-0.336611412	-0.165801853	-0.334083826	0.141436613	0.422417434	0.412103842	0.173254743
PA3020_at	0.255261157	-0.007965482	0.117829815	-0.449667431	0.445893263	-0.13333334	0.285791621	-0.311409314	-0.079675284	0.131132935	-0.090778686	-0.289583406	-0.36392978	-0.409617592	0.049443533	0.577043861	0.127850226	-0.106598352
PA4902_at	-0.369483222	-0.031045757	-0.099249104	-0.37325771	0.583425266	-0.301567155	0.131556518	0.046652249	0.530339022	-0.10448408	0.021156765	-0.084803377	-0.207705569	-0.32956576	0.196938987	0.411398014	-0.057795809	-0.227159077
PA5075_at	-0.037877247	-0.089522655	-0.104938631	-0.245599015	-0.090754673	0.005980582	0.171333495	-0.097002783	0.065910202	0.12654369	-0.592478266	-0.042988059	-0.085938586	-0.454876212	-0.287360093	0.503016109	0.026973835	-0.114789435
PA4834_at	-0.00029777	-0.398199087	-0.119144439	-0.163332142	0.123732322	-0.128948648	0.488310982	-0.083167186	0.145197916	-0.106221416	-0.007002708	0.295358374	-0.218612762	-0.32977281	-0.201707974	0.520940941	-0.083071615	-0.506217032
PA4442_cysN_at	0.088229485	0.170392908	-0.037698806	0.262796137	0.390081243	-0.392604026	0.071934785	-0.031482815	0.158825175	0.436201063	-0.705584744	0.337619047	-0.378099571	-0.11303305	-0.025416167	0.395854057	-0.019110909	0.251052876
PA5261_algR_at	0.385916132	0.310410088	0.271335611	-0.627169763	-0.504188736	0.823274967	0.349106132	-0.183783827	-0.050838667	0.262128633	-0.064465421	-0.379963723	-0.133951897	-0.177168112	-0.416429424	0.017852339	0.678098028	0.486554264
PA4108_at	-0.1457583	-0.066352857	-0.088798181	-0.882361959	-0.852572997	0.759323212	0.828997603	0.376563726	-0.103791068	-0.210350787	-0.141350889	0.227266298	-0.424751007	-0.121670802	0.035171898	0.307230401	-0.064266692	-0.286073329
PA3943_at	-0.144584359	-0.316972646	0.088605697	0.093734193	0.201993813	-0.092996806	0.265549548	-0.294425441	-0.007017351	0.31986207	-0.334534665	-0.211486228	-0.436998742	-0.199589293	-0.360727724	0.279540727	-0.103314208	0.335136183
PA3828_at	0.287371771	0.17787345	0.321460823	-0.039723495	0.671947533	-0.886285771	0.044162208	-0.606421321	0.481182671	0.072871518	-0.194409502	-0.451955163	0.046337636	-0.426500538	0.032241389	0.456808234	0.308169298	0.098700517
PA3074_at	-0.273810364	0.023607288	-0.181775564	0.432176664	1.139424767	-0.726414707	0.5376573	-0.473148021	0.363050657	0.089142464	-0.445193947	-0.288982475	-0.349529531	-0.12588464	0.171857385	0.706733927	0.243116494	0.329567418
PA0224_at	0.049986283	-0.036739047	-0.052581088	0.117500917	0.143262539	-0.053636685	0.213353193	0.274202553	0.002427717	0.061395134	-0.057341286	0.042179489	0.120918647	-0.351528937	-0.019895253	0.497726784	-0.11324604	-0.032572064
PA0255_at	-0.142173843	-0.323334314	-0.103886923	-0.194159057	0.364141645	-0.080981363	0.2129816	0.121578322	0.332848769	0.158678185	0.075504689	-0.092955126	-0.031361081	-0.139190825	0.036285093	0.267871127	-0.380311244	-0.218878089
PA3390_at	-0.004641261	-0.401747842	-0.091997591	-0.015991122	0.240829484	0.190639389	0.46681333	0.110518077	0.219558049	0.255720892	0.043040855	0.526090921	-0.299471857	-0.292711141	-0.150270361	0.479853952	0.126085195	-0.486967094
PA3455_at	0.141326517	0.134549544	0.131917627	0.150271742	0.665631249	-0.610707866	0.468532494	0.071488303	0.238041208	0.271751429	0.106471078	-0.003358004	-0.658063168	-0.053065017	0.324332074	0.647582762	0.07810534	0.164552139
PA4806_at	-0.106017471	-0.1715722	0.275964453	-0.303282068	0.625717813	-0.038712406	0.374391656	0.179689892	0.187561261	0.155442787	0.03805747	0.155819874	-0.148180147	-0.326576875	0.131180751	0.529040527	0.086089829	-0.112895493
PA3605_at	0.188759361	0.255486467	0.084053357	-0.257312366	0.498084178	-0.12314502	-0.100320076	-0.132571021	0.159471716	0.319650979	-0.419860073	-0.138417275	0.060556325	-0.029165466	-0.161048	0.295640308	0.065757342	0.063612765
PA1015_at	0.131129188	-0.027754273	-0.024897935	-0.224820722	0.298510441	-0.006766445	0.252160278	-0.029479533	-0.074512742	0.130987063	-0.176075859	-0.457946516	0.084014895	-0.358437157	0.218207532	0.233401248	0.096080829	0.006660959
PA5566_at	0.047603849	-0.240306794	-0.152715711	-0.087367234	0.060731863	0.087820616	-0.013562889	-0.094666456	0.208780044	0.063418905	0.051745753	0.110205466	0.094229654	-0.478789921	-0.314293151	0.231667116	-0.043109508	-0.415869503
PA1161_rrmA_at	0.133316481	0.191648038	-0.031295355	0.243825046	0.674222581	-0.53312501	-0.176908255	-0.350763959	0.328214226	0.165422698	-0.339163384	-0.432774981	-0.035918594	-0.228029676	-0.162592666	0.301540627	0.24208149	0.451115752
PA1763_at	-0.471243263	-0.445770189	-0.419664685	-0.331798878	0.271684921	0.21010567	-0.120631876	0.0007378	0.354897935	0.129651422	-0.108288113	0.036675714	-0.23276754	-0.92986532	-0.846354593	0.562801186	-0.282567087	0.199912089
PA1609_fabB_at	0.557961854	0.515704383	0.62439259	0.119853387	0.429090853	-0.533275341	0.277692873	-0.901828724	0.593767292	-0.039437632	-0.293414315	-0.583582308	0.477763747	-0.077511679	0.619391755	0.85970274	0.006327693	0.193530677
PA2968_fabD_at	0.42655084	0.777516185	0.468152096	0.161305932	0.942557806	-1.255102037	-0.418165658	-0.884278707	0.709501295	-0.279997585	-0.99542592	-0.640647496	1.004402467	0.006211623	0.557774255	0.869663572	-0.191279607	0.076518578
PA3263_at	0.16573765	0.49973264	0.080837458	0.085522681	0.013303326	-0.300116848	0.584895617	0.469477135	-0.300464108	0.108098565	-0.387396649	-0.301403639	0.018526044	0.211288685	0.397560188	0.485358369	0.089553812	0.15257862
PA3587_metR_at	0.180885077	-0.179995334	0.108210694	-1.212861984	1.01571315	-1.222272728	0.198282777	-0.198774796	0.010487328	-0.057200231	-0.267585781	-0.499420011	-0.755972031	-0.629209782	0.024244975	0.321129843	0.00576545	0.02877058
PA0571_at	-0.277197348	-0.067096416	0.06235349	-0.526831113	0.111079889	0.127034896	0.59857769	0.060419113	-0.125601623	0.222095493	-0.156103854	0.179526187	-0.338269536	-0.393987004	0.0768467	0.31613716	-0.3371045	-0.135655099
PA4018_r_at	0.086919843	-0.288655524	0.133010466	-0.111322472	-0.065553371	0.09542977	0.026964316	-0.238949077	0.446411736	-0.193161609	0.000221942	-0.275320206	0.176017312	-0.142453861	0.202594405	0.103138171	-0.109331957	-0.206989434
PA2712_at	-0.015376883	-0.100891909	0.072727121	-0.32502661	0.619448646	-0.34696025	-0.120074459	-0.242385497	-0.259945662	0.066093842	-0.277584912	-0.293051666	0.079972073	-0.477941605	-0.287221131	-0.159537927	-0.06430758	0.164168472
