gene	log2PAO1A1	log2PAO1A2	log2PAO1A3	log2PAO1B1	log2PAO1B2	log2PAO1B3	log2PAO1C1	log2PAO1C2	log2PAO1C3	log2mutSA1	log2mutSA2	log2mutSA3	log2mutSB1	log2mutSB2	log2mutSB3	log2mutSC1	log2mutSC2	log2mutSC3
PA4023_at	-0.696924287	-0.571240967	-0.822280497	-0.036284264	-0.995958867	0.114264093	0.182017127	0.338613784	0.735311418	-0.200570728	6.11014E-05	0.390799038	-0.491210532	-0.287889964	0.017757023	1.206237323	-0.445797793	0.327790382
Pae_M98270cds3_at	-0.022586685	-0.583212719	-0.070115928	-0.460026439	-0.380233519	0.094678853	0.395815843	-0.043455659	0.206230812	0.332674476	0.246910399	0.452811302	-0.134703991	-0.268751939	0.164710752	0.87120565	0.089041033	-0.348053065
PA4058_at	-0.221181462	0.085713553	-0.089364989	-0.444167209	-0.571194261	0.371091042	-0.092194229	-0.215728691	-0.832759852	0.363796487	-0.087987903	-0.504527965	0.148981989	-0.024139211	0.370151296	0.150250086	-0.06311583	-0.09559437
PA2582_at	0.283527498	0.174313079	-0.369965769	-1.352674476	0.009415264	-0.634182395	0.0829506	-0.161370352	-0.141751835	0.439140172	-0.664872449	-0.319905149	-0.132652245	-0.028296363	0.314337198	0.299296606	-0.107843732	0.356351698
PA0262_at	-0.670985305	-0.353641255	-0.439931121	-0.911088794	-0.10941958	-0.35656209	0.714383545	0.528001416	-0.775654146	0.083261956	0.085746719	0.259753545	-0.209851767	-0.186893806	-0.152397835	0.634909638	-0.227756513	-0.397992544
PA0548_tktA_at	-0.44623956	-0.085551675	0.138411515	-0.054099205	-0.876295922	0.021096054	0.383793843	-0.016257597	-0.159018243	0.331476985	0.032129371	-0.00607646	0.049107592	0.013365657	0.397301422	0.485692858	-0.377017324	0.243048447
Pae_AF035937cds8_at	0.038550306	-0.517771062	-0.063779621	-0.422940801	-0.339593632	0.125511541	0.104446351	-0.104434179	0.238422117	0.180268078	0.297235654	0.457516765	-0.095459709	-0.281648839	0.130705435	0.736038412	-0.052716612	-0.051779763
PA4428_sspA_at	-0.345473463	-0.137204645	-0.225872078	-0.412396776	-0.553169857	-0.468819407	0.22511038	-0.316027811	-0.072470174	-0.046469135	-0.809661301	-0.398655164	-0.022743749	0.189133757	0.145593997	0.578034291	0.033565505	0.284681431
PA2546_at	0.001866301	-0.138918959	-0.105341701	-0.437790462	-0.51642002	0.082655266	0.0943227	0.013019841	-0.043353187	0.17798775	-0.049020402	0.097764006	0.205780787	0.044519173	0.386334144	0.487102447	0.096891939	-0.239482161
PA1524_xdhA_at	-0.39351367	-0.057741948	-0.375054526	-0.756099959	0.673964935	-0.880222495	0.065967993	-0.383164076	1.11840911	0.082643147	0.238994488	-0.406985584	-0.154923065	-0.109803325	0.493393648	1.257559324	-0.666977075	0.535958374
PA3291_at	0.163281488	-0.468543329	-0.574535886	-0.963216723	-0.443689211	-0.484777436	0.396088166	0.38011024	-0.197004288	0.021875682	0.183805403	0.040000323	-0.212618832	-0.380745173	-0.018081084	0.666819386	-0.06513763	-0.171173898
Pae_orfA_vioA_at	-0.039515626	-0.686490376	-0.142488451	-0.15840519	-0.621591423	0.352934993	-0.007823968	0.290378491	-0.035479606	0.080625112	0.431175196	0.29627679	-0.178073476	-0.22088759	0.191928389	0.755388283	0.21093086	-0.364414582
PA0095_at	-2.106506735	-2.27203434	-0.812052502	-1.46178745	-0.60540404	0.785507117	1.214991877	0.931550423	-1.062943511	0.343602235	-0.668242989	-0.281995459	-0.144907706	-1.2208843	-0.950237394	0.171152706	-0.264101033	-0.121945444
Pae_orfF_at	-0.114315244	-0.567817637	-0.050785386	-0.312960429	-0.303206974	0.319563307	-0.224682145	0.018816907	-0.1576313	0.055847732	0.300536109	0.217751975	-0.114988036	-0.058472739	0.156191503	0.412565569	-0.023925401	-0.090060013
PA2476_dsbG_at	-0.362748211	-0.331842819	-0.550194151	-0.335984194	-0.537999296	0.200922054	0.043160426	0.265798766	-0.163344697	0.356283457	0.001390681	0.150009994	-0.066920715	-0.314280266	-0.193177105	0.320158382	-0.014460717	0.235740727
PA2041_at	0.126612027	-0.233443153	-0.700332421	-0.505617107	-0.20328436	-0.175769397	-0.158530036	-0.158933435	0.11968344	0.050009348	-0.351912348	-0.465652823	0.265877156	-0.52173693	0.036272425	1.048087476	0.103260867	0.191349171
PA4922_azu_at	0.251576116	0.431791689	0.162390093	-0.981836707	-0.660251138	0.434942968	0.542923296	-0.225683218	-0.528907142	0.048459166	0.208949273	-0.160790643	-0.048911349	0.288904443	0.6114946	1.109575748	-0.315148013	-0.071911378
PA0854_fumC2_at	-0.087985244	0.321231624	0.084829469	-0.482314304	-1.266902654	1.484761109	0.262375455	0.289897155	-0.936756995	0.2672122	0.198773812	-0.100214227	0.303707171	0.069642156	0.300863473	0.566585755	0.467082535	-0.16301848
PA4953_motB_at	-1.068903576	-0.208292041	-0.632070106	-0.149711015	0.912219484	-0.516444767	-0.395382548	-0.28186807	-0.41205454	0.385272259	-0.387320108	-0.239870135	-0.301379973	-0.725375998	0.031123203	0.493733333	-0.097532672	0.328042775
PA3213_at	-0.049182323	-0.26113368	-0.326493756	-0.206299945	-0.5253622	0.099488301	0.601542804	-0.072165143	-0.3458395	0.334123553	-0.774757164	-0.208475362	0.245149732	0.245853896	0.500739631	0.543174051	-0.037319473	0.304489464
PA4908_at	0.199965764	-0.506754522	-0.229636225	-0.244321975	-0.824781326	0.316096787	-0.26706616	0.044263911	-0.295726929	-0.173015474	0.237012221	-0.005741373	-0.040322309	0.046892918	0.025508421	0.139662821	0.232152702	-0.03208218
PA3661_at	-0.586938144	-0.053953054	-0.457164121	-0.731560689	0.067795208	-0.18072382	0.043157074	0.247107704	-0.573595833	0.167959668	0.090869566	0.072851746	-0.197409849	-0.607488673	-0.117645652	0.860704432	0.055299518	-0.314197323
PA3315_at	0.178130767	-0.553652426	-0.294962053	-0.444959992	-0.761137065	0.105810678	0.24189438	-0.012283144	-0.170105999	0.074708769	0.168257283	0.316607763	-0.006908559	0.058800459	0.152502111	0.307857987	-0.057464026	-0.488865198
PA3759_at	-0.550764043	-0.565573787	-0.37236692	-0.289425905	-0.334406254	0.868756483	0.162560719	-0.019916809	-0.244072943	-0.282482747	0.338298428	0.38672368	-0.036327288	-0.163603851	0.137537466	0.614303937	-0.078066098	-0.025436727
PA2608_at	0.014675202	-0.181827056	-0.34557841	-0.477295779	-1.13030572	0.846655891	0.254194904	-0.835800455	-0.46005782	0.090486949	-0.102235598	-0.391696095	-0.280979832	0.110017821	0.264297837	0.392633685	-0.024537727	-0.13765853
PA3456_at	0.017035773	0.226025656	0.174791922	0.001048064	-0.055682669	0.143333988	0.142086681	-0.535939683	-0.390463758	0.182879826	0.28891031	-0.042813084	0.117754497	0.2429214	0.321854018	0.367541858	0.427466342	0.050845349
PA4140_at	-0.015392961	-0.350764705	0.040017237	-0.330543636	-2.44746236	2.021015388	-0.001794686	0.358551318	-0.930397058	-0.287605415	0.376127132	0.091081878	0.002920272	0.360321707	0.035843058	0.673271511	-0.241832628	-0.435004174
PA5253_algP_at	-0.046077102	-0.011108242	-0.123509111	-1.011263596	-0.815875451	0.610361713	0.620280662	0.065043736	-0.836428662	0.047473131	-0.189363422	-0.176784391	-0.361124977	-0.036118461	0.249892166	0.921710919	-0.122194634	0.348879106
PA2594_at	0.04009714	-0.218519978	-0.186233768	-0.522632518	-0.086139216	-0.258943644	-0.041044544	0.023393761	0.090295173	0.01063425	-0.027240302	0.484282285	0.035216515	-0.118522979	0.300988811	0.355379405	-0.19349821	0.222616856
PA0479_at	-0.193460516	-0.373428079	-0.126261923	-0.435664819	-1.810632379	2.181688945	0.178198514	0.101186587	-1.457939033	-0.028938402	0.032814297	0.104824606	-0.035827357	0.082309776	0.15907103	0.187251357	0.069068393	-0.277335926
PA1892_at	0.144531315	-0.435130874	-0.093426411	-0.666486238	-0.65557095	0.446874787	0.18491318	-0.055560362	-0.165477726	0.189767274	0.13539454	0.378296952	-0.177365621	-0.118802167	0.052435983	0.578586261	0.129558577	-0.234917176
PA2306_at	0.202679319	-0.001501087	0.025033859	-0.479341561	-0.831777015	0.403416353	0.062947896	-0.02343696	-1.057610723	0.110758639	-0.290775753	-0.213808681	-0.065128987	0.020651049	0.345676811	0.65863851	0.074705662	-0.116355433
PA1415_at	-0.216223867	-0.541422131	-0.015509451	-0.435997534	-0.635685134	0.52119553	0.072730157	-0.123907282	-0.213416949	0.088202849	0.311796674	0.03248767	0.002031131	0.053469081	0.008451358	0.550365845	0.056846409	-0.468115326
PA5188_at	0.007879543	-0.473983188	-0.069795118	-0.396667429	-0.750655798	0.138019035	0.260295418	-0.073978057	-0.041173516	-0.001067556	0.082676717	0.025504395	-0.139375427	-0.128957226	0.35276704	0.79723039	-0.291127498	0.123992238
PA2562_at	0.868914579	0.378736823	-0.271654888	-1.195746397	-1.225504678	0.871316464	-0.049833011	-0.68027795	-0.618685501	0.221173447	-0.27550515	-0.670797891	0.200458137	0.178140845	-0.318478545	0.246742919	0.682061633	0.03486706
PA1686_alkA_at	-0.199015829	-0.316841225	-0.233790333	-1.082733378	0.271916539	-0.747296834	0.255380282	-0.304364694	-0.197343265	0.036002698	-0.083135192	-0.246155338	-0.12080311	-0.127363254	0.281783539	0.079891334	-0.076460437	-0.076953602
PA4776_at	-0.234218899	-0.067280243	-0.137381775	-0.904812953	-0.840345824	0.503186814	0.009080295	-0.099220846	-0.436157229	0.120642906	-0.12163933	-0.519371089	0.009141045	-0.150709445	-0.078696323	0.031939998	0.552004172	0.169747815
PA2142_at	0.024110272	-0.487436391	-0.146707787	-0.314498047	-0.501316815	0.540938948	-0.097547879	0.231523615	-0.086086849	0.114369161	0.376452018	0.433632911	0.047411438	-0.014721183	0.071299766	0.823229766	-0.083333621	-0.389383442
PA3795_at	-0.114590921	0.468412087	-0.417740284	-0.486538974	-1.07822971	1.735697311	-0.136745381	0.121843517	-1.412061227	0.439895042	-0.386624252	-0.486682263	-0.029755672	0.441262772	0.188809672	0.650053948	0.50814257	-0.431813034
PA1777_oprF_at	0.737407345	0.57922486	0.283989527	-1.363541836	-0.707033842	-0.311163483	0.615105163	-0.180134337	-0.350560825	0.069259453	0.107195018	-0.155102711	-0.216464577	0.348342383	0.355107471	0.984722192	-0.2004614	0.22180083
PA1039_at	-0.023380615	-0.020347186	-0.075171638	-0.581975212	-0.494701288	0.416463105	0.328205981	0.195853447	-0.807647319	0.353970853	-0.07723054	0.078771551	-0.197924233	-0.04090318	0.399919689	0.220669292	0.369911493	0.040838925
PA1246_aprD_at	-0.096041863	-0.014966455	-0.359517836	-0.827253584	-1.452016854	0.757350752	0.272664871	-0.08595315	-0.520517867	-0.13331367	-0.143341128	0.241131519	-0.436377854	-0.145103227	-0.041738217	0.680524495	-0.023429588	-0.114113578
PA1908_at	-0.152675439	-0.362032804	-0.098214809	-0.198532385	-0.310559281	0.178344254	-0.06902703	-0.116732781	-0.418931844	0.082237371	0.037246537	0.112946641	0.122460834	-0.059625464	0.182962947	0.367812637	0.097386961	-0.281770968
PA4399_at	-0.001337793	-0.222020301	-0.07320059	-0.725748727	-0.699431835	-0.164590383	0.302453383	-0.071170218	0.007761089	-0.294399934	-0.21809215	-0.288720373	0.080031609	0.348705222	0.307896449	0.301619554	0.219213401	0.105698196
PA4219_at	-0.100800641	-0.010869333	0.458641369	0.062078013	-1.003271949	-0.075395913	0.123629309	-0.433910026	-0.103870853	0.035068928	0.351797353	0.354877967	-0.04823489	0.329826225	0.115443921	0.556594679	-0.173356971	-0.397820077
PA0048_at	-0.137611347	-0.221562446	-0.355863093	-0.579997327	-2.039683251	1.235381214	0.42764075	-0.097046084	-0.398934845	-0.364358692	-0.892426248	-0.193893178	0.391678646	0.222458462	-0.151314563	0.60559209	0.614916276	-0.192501811
PA1994_at	-0.257055435	-0.407538288	-0.235226905	-0.696834329	-0.585822131	0.320189684	0.321516255	-0.067379314	-0.435853329	0.10576661	0.059098513	-0.287898018	-0.264085087	0.105078846	-0.113283816	0.813879334	-0.057844263	-0.198952188
ig_2927920_2928538_at	0.033812799	-0.532452258	-0.099680164	-0.39743741	-0.237176238	0.085011207	0.077848172	-0.107712825	-0.040367045	0.102304555	0.294569979	0.372199384	-0.1162473	-0.112982922	0.160323959	0.676159719	-0.012715474	-0.37695121
PA2035_at	-0.143798071	-0.703409379	-0.181667191	-0.430300728	-0.487518976	0.158917721	0.135637979	0.2340638	-0.11723514	0.298388929	-0.030850072	0.108782934	-0.297358016	-0.164267849	0.309730507	0.472169914	0.208584882	-0.237122573
ig_4629184_4629943_at	-0.078871557	-0.594640263	-0.091588001	-0.419198596	-0.162028178	0.085803602	0.062351585	0.131394734	0.102634912	0.302851499	0.239087919	0.419891227	-0.250394628	-0.25897169	0.112835104	0.869593313	0.004045572	-0.20172681
PA2062_at	-0.329015515	-0.527276885	-0.145844214	-0.171243284	-0.642467163	0.544961552	0.043703562	0.104785774	-0.088878889	0.176997734	-0.131630288	0.337634589	0.031392657	0.06674318	0.262299506	0.544320516	-0.22083326	-0.077174093
PA5387_at	-0.239752769	-0.64385619	-0.088385346	0.063298422	-0.237908532	-0.072720714	-0.155803252	0.055726956	0.117041903	0.080408175	0.089059155	0.300683797	-0.000742063	-0.170956624	0.031492432	0.706417014	0.047138205	-0.085090142
PA3337_rfaD_at	0.391616108	0.634806574	0.742819982	-0.001204183	0.22971384	-0.142591198	0.545143821	1.113576387	0.346447758	0.251095362	-0.297445739	-1.224163987	2.182154289	1.970254748	3.37370762	-0.330760263	0.302385611	-0.166137941
PA4600_nfxB_at	-0.444899323	-0.086794374	-0.197524662	-0.733204068	-0.578769122	0.142465752	-0.024957631	0.125323702	-0.846690195	-0.059150907	-0.161006138	-0.251498533	-0.575834159	-0.217696881	0.467389199	0.327470825	0.013932656	0.003699303
PA3790_oprC_at	0.57487872	0.963150131	1.399528557	-0.94083722	0.536243439	-0.939261812	0.688409611	-0.218222168	-1.28552046	-0.574672603	0.491783843	-0.073750539	0.030651648	0.389673618	1.194770281	1.225310726	0.362397094	-0.077704013
PA0544_at	0.06996128	-0.171562395	-0.166313111	-0.479942327	0.261944	-0.578066168	0.376836297	-0.115691185	-0.206966994	0.099037334	0.077993787	0.065663733	0.007717425	0.120198085	0.454337041	0.500913527	-0.227199843	0.081521438
PA2204_at	-0.481000127	-0.499942157	-0.386473912	-0.757763827	0.255501244	-0.635903087	0.059526682	0.67350204	-1.060788694	0.009517585	-0.633095718	0.507105027	-0.39340474	-0.301195236	-0.066577104	0.553404239	-0.127713669	-0.193955119
PA1159_at	0.843228708	0.281921961	-0.20232918	-1.395378438	-1.545159765	0.916353019	0.690263241	-0.226339262	-1.287905216	-0.003618711	0.182173018	-0.204089578	-0.132137746	0.27831553	0.32129154	-0.002666139	-0.212902968	0.03337038
PA5128_secB_at	0.30369462	0.639634725	0.295853314	-0.737837137	-0.358735543	-0.383478736	0.462115823	-0.219364943	-0.417274	0.064842887	-0.091667889	0.073405672	0.125554734	0.3851411	0.382208165	0.96107275	-0.237360421	0.106470648
PA3218_at	-1.607579364	-1.688898622	-0.164002841	0.072681695	0.572463186	-0.265781504	-0.117518172	-0.179175509	0.034855908	-0.082018576	-0.284326516	-0.059910271	0.011852422	-0.254490988	-0.441481226	0.079319362	0.01299159	-0.141613209
PA0910_at	-0.214859074	-0.41822712	-0.110884495	-0.558220041	-0.585805196	0.210866629	0.225953754	-0.00214989	-0.067065439	0.188540251	0.232505065	0.647052722	-0.329474548	-0.32396215	-0.053310978	0.371486561	0.151031909	-0.223149715
PA2888_at	-0.135441702	-0.23305319	-0.133446937	-0.079332574	-1.069387277	0.598348381	0.06869592	0.068142971	-0.497698036	-0.173748215	-0.157045187	0.495378093	-0.264754001	-0.009540348	0.115147403	0.55531925	-0.123135518	0.329303899
PA0853_at	0.234571847	0.227078353	-0.054881693	-0.70422183	-1.325589666	1.271625044	0.425619827	0.122724887	-1.079684966	0.038049731	0.027747561	-0.289830463	0.255461373	0.292910833	0.154943268	0.203588981	0.218572794	0.395356362
PA4624_at	-0.170040433	-0.342476721	-0.268957029	-0.809457442	-1.237336499	1.329096113	-0.245362653	1.243928201	-1.279353515	0.065606276	-0.002846663	-0.166110343	0.02801291	-0.130105054	0.116873405	0.784664816	-0.145863014	-0.153698798
PA2873_at	0.051347561	-0.36444813	-0.101846927	-0.428403768	-0.542858571	-0.265892203	0.462180483	-0.017688437	0.282027841	0.298110145	0.111562667	0.316501578	-0.264211542	-0.260057868	0.273745319	0.639046837	0.451223802	-0.317363902
PA2542_at	-0.237447873	-0.764980674	-0.315695135	-0.033183532	-0.315139441	-0.40273236	0.338209102	-0.179729336	0.122741449	-0.200979193	0.062569456	-0.182415258	0.254154001	0.27380806	-0.040805711	0.10892987	-0.004308918	0.112077058
PA4392_at	0.080993947	-0.054253136	-0.118513972	-0.402508825	-0.403591005	0.265137961	-0.02158491	-0.110996819	-0.626129131	-0.019707966	0.128193121	-0.137078639	0.032863058	0.060603751	-0.099989337	0.43840634	0.27235634	0.100822764
PA1530_at	0.012872916	-0.002637993	-0.342375335	-0.960273226	-0.979243352	-0.196151592	0.488315681	-0.277576993	-0.089687642	-0.000494633	-0.168406745	-0.170595555	-0.158409383	0.176097325	-0.180220745	0.39848525	-0.136262491	0.060902996
PA0196_pntB_at	0.082509334	-0.522296858	0.03887264	-0.353760353	-1.384980057	0.902342764	0.300375006	-0.204996257	-0.211337477	0.021484363	0.102053722	0.213225767	-0.145858191	-0.224348155	0.114110705	0.594175059	0.017980994	0.121205348
PA1634_kdpB_at	-0.241870574	-0.607327424	-0.087998727	-0.179710598	-0.243054525	0.192954312	-0.218454959	0.198752103	-0.15765972	-0.25062706	0.042686186	0.251169175	-0.045435464	0.456250674	-0.11209699	0.432375776	0.018848587	0.025317501
PA1294_rnd_at	0.121692352	0.263570614	0.135316462	-0.469633382	-0.51691474	0.280936975	-0.12365915	0.115599087	-0.450183302	0.134032816	0.139198034	-0.208233944	0.093764229	0.137858658	0.354341214	0.398655465	0.249131093	0.216561847
Pae_M29695cds2_at	-0.001883414	-0.520354778	-0.093203241	-0.371541312	-0.231624414	0.063293471	0.177755116	0.087630139	0.233125298	0.287326502	0.359564998	0.468103784	-0.231789151	-0.156043406	0.095623117	0.882040206	0.118181426	-0.321378714
PA1042_at	0.14316727	-0.27793076	-0.051838932	-0.479447212	-1.032429069	0.108463186	-0.073594809	0.03613161	-0.176709154	0.279188635	0.049470119	-0.224635687	-0.047590831	-0.133791724	0.150019168	0.375280871	0.024493516	-0.119328743
PA1348_at	0.460152135	-0.186130492	-0.047561188	-0.901677772	-1.455163236	0.18817593	0.011647457	-0.276985598	-0.749344306	-0.121746193	0.044706561	-0.25114681	-0.196175989	-0.24328153	0.078168962	0.232024919	-0.320074141	-0.02547927
PA4913_at	0.064007071	-0.502235941	-0.334874652	-0.601041223	-1.412076752	0.966917312	0.032590194	-0.364600558	-0.033201841	0.050911598	0.330528777	-0.017070655	-0.050753736	-0.200796431	0.087148661	0.112619027	-0.247317709	-0.095920901
PA1259_at	-0.312263267	-0.427632788	-0.379823761	-0.221033363	-0.214808198	0.366441297	0.131561673	-0.001191407	-0.110909581	0.040487084	0.277605678	0.347775859	-0.15375477	-0.098238551	0.163168624	0.398597349	0.377006271	-0.369071435
PA1419_at	-0.16315822	-0.545558653	-0.025541581	-0.253322317	-0.429922598	0.171152893	-0.182056092	-0.361926845	0.367632728	0.108934372	0.148829432	-0.150534949	-0.035380853	-0.156721577	0.143782756	0.311462241	0.198960056	0.155338063
PA3275_at	0.000279728	-0.556584689	-0.166905728	-0.567281849	-0.304961548	0.082455693	-0.115902114	-0.400409391	0.171393728	-0.33037112	0.020731616	0.229493606	0.387890036	0.120667817	0.138595106	0.239182993	0.020558959	-0.537919644
PA2145_at	0.04381317	-0.542855107	-0.17883208	-0.22237222	-0.433849928	0.362282807	0.099374377	0.109629038	-0.411353581	0.133895707	0.083497255	0.273720024	-0.001834917	-0.042896842	0.221210369	0.640076773	-0.030848731	-0.304436705
Pae_AF241171cds8_at	0.032685538	-0.597630773	-0.162873932	-0.3273098	-0.41789201	0.40010905	0.181929788	-0.052305957	0.115311386	-0.178477191	0.261226184	0.48803188	0.087659189	-0.022212226	0.303297315	0.356778184	0.08852158	-0.067825593
PA2543_at	0.008668607	-0.265340251	-0.223736459	-0.071737201	-0.752936117	0.566279858	0.519370292	0.087620671	-0.801463675	0.364275655	0.168045936	0.389621085	-0.009514641	-0.246479112	0.09528021	0.257055267	0.167346071	0.025245516
PA3096_xcpY_at	-0.484732674	-0.470683197	-0.136182015	-0.53075359	-0.165371515	-0.81455692	0.144337957	0.359706138	0.304802302	0.126352208	0.069426793	0.111717711	-0.20607512	-0.307694154	0.109027245	0.507039776	-0.057945884	-0.002111884
